scientificName,vernacularName,namePublishedIn,custom_TaxonAsRecorded,basisOfRecord,eventDate,locality,locationID,fieldNotes,custom_TransectStartLatitude,custom_TransectStartLongitude,custom_TransectEndLatitude,custom_TransectEndLongitude,geodeticDatum,coordinateUncertaintyInMeters,locationRemarks,verbatimCoordinates,verbatimCoordinateSystem,verbatimSRS,individualCount,custom_CoordinateBearing,custom_Transect,custom_InterceptPoint,decimalLongitude,decimalLatitude,taxonRank,coordinate_flag,taxonomic_flag,eventDate_flag
Pontederia cordata,Pickerelweed,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,pontcord,Human Observation,2002-08-22,BICY,244-86,NA,25.9154,-81.2418,25.9144,-81.2439,WGS84,314,"Cell #O39, endpoint corrected using arcmap","17N 2866336 E, 475780 N",UTM,WGS84,1,245,244,86,-81.24374486631633,25.91457982593195,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-08-08,BICY,256-90,NA,26.1826,-80.8868,26.1805,-80.8866,WGS84,314,Cell #AY10,"17N 2895910 E, 511309 N",UTM,WGS84,1,180,256,90,-80.8868,26.180569145111114,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2003-02-13,BICY,478-91,NA,25.9287,-81.0161,25.9302,-81.0177,WGS84,314,Cell #AL38,"17N 2867787 E, 498386 N",UTM,WGS84,1,320,478,91,-81.01755976176914,25.93027305850519,species,A,A,A
Rhynchospora divergens,Spreading beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhyndive,Human Observation,2004-05-12,BICY,362-50,NA,25.9823,-80.9107,25.98,-80.9103,WGS84,314,Cell #AV32,"17N 2873723 E, 508938 N",UTM,WGS84,1,180,362,50,-80.9107,25.981171716033902,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2004-03-31,BICY,318-48,NA,26.1349,-81.057,26.1348,-81.0596,WGS84,314,Cell #AH15,"17N 2890624 E, 494305 N",UTM,WGS84,1,270,318,48,-81.05819996290961,26.134899995003934,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2002-07-18,BICY,166-34,NA,25.9962,-81.081,25.9979,-81.0825,WGS84,314,Cell #AE30,"17N 2875262 E, 491889 N",UTM,WGS84,1,330,166,34,-81.08142448903241,25.9968644413706,NA,A,R,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2002-06-18,BICY,146-78,NA,26.1543,-81.3354,26.1543,-81.3329,WGS84,314,"Cell #F13, SE of Miles City","17N 2892813 E, 466479 N",UTM,WGS84,1,90,146,78,-81.3334497379113,26.154299986796023,species,A,A,A
Chrysobalanus icaco,Coco-plum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,chryicac,Human Observation,2002-08-08,BICY,256-97,NA,26.1826,-80.8868,26.1805,-80.8866,WGS84,314,Cell #AY10,"17N 2895910 E, 511309 N",UTM,WGS84,1,180,256,97,-80.8868,26.180411189706845,species,A,A,A
Amphicarpum muhlenbergianum,Blue-maidencane,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,amphmuhl,Human Observation,2004-04-08,BICY,441-52,NA,26.2229,-81.2349,26.2209,-81.236,WGS84,314,Cell #P05,"17N 2900391 E, 476537 N",UTM,WGS84,1,210,441,52,-81.23555046255855,26.22188382495977,species,A,A,A
Spartina bakeri,Sand cordgrass,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sparbake,Human Observation,2002-11-15,BICY,286-42,"""?"" was Spartina sp.",25.8652,-81.3462,25.8636,-81.3461,WGS84,314,Cell #E45,"17N 2860800 E, 465316 N",UTM,WGS84,1,180,286,42,-81.3462,25.86425222616542,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-06-12,BICY,138-85,NA,26.0416,-81.0282,26.0417,-81.0256,WGS84,314,"Cell #AK25, Middle Pines, east of Cal Stone","17N 2880288 E, 497181 N",UTM,WGS84,1,90,138,85,-81.02607675012057,26.041599984397287,species,A,A,A
Hyptis alata,"Musky mint, Clustered bushmint",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,hyptalat,Human Observation,2004-05-06,BICY,341-55,NA,26.2422,-81.0507,26.24,-81.0504,WGS84,314,Cell #AH03,"17N 2902502 E, 494939 N",UTM,WGS84,1,175,341,55,-81.05058005599938,26.24096365495537,species,A,A,A
Sabal palmetto,Cabbage palm,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sabapalm,Human Observation,2002-07-31,BICY,252-61,NA,26.0454,-81.3423,26.045,-81.3444,WGS84,314,Cell #E25,"17N 2880757 E, 465755 N",UTM,WGS84,1,250,252,61,-81.34373189145916,26.044929204104672,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-07-12,BICY,161-3,NA,25.8383,-80.8533,25.8383,-80.8557,WGS84,314,"Cell #BB48, SE of Dade-Collier Airport","17N 2857785 E, 514705 N",UTM,WGS84,1,270,161,3,-80.85337480969908,25.838299999980737,species,A,A,A
Tillandsia setacea,"Thin-leaved wild-pine, Southern needleleaf",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,tillseta,Human Observation,2002-08-09,BICY,260-6,NA,26.1786,-81.0048,26.18,-81.0071,WGS84,314,Cell #AM10,"17N 2895459 E, 499518 N",UTM,WGS84,1,285,260,6,-81.00494493842739,26.178635041536346,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2003-02-11,BICY,489-93,NA,26.0752,-81.293,26.0762,-81.2954,WGS84,314,Cell #J21,"17N 2884040 E, 470692 N",UTM,WGS84,1,300,489,93,-81.2950124425862,26.076249276410472,species,A,A,A
Spartina bakeri,Sand cordgrass,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sparbake,Human Observation,2002-07-11,BICY,160-65,NA,26.0975,-81.2848,26.0998,-81.2851,WGS84,314,Cell #K19,"17N 2886508 E, 471520 N",UTM,WGS84,1,0,160,65,-81.2848,26.09896674550112,species,A,A,A
Chrysobalanus icaco,Coco-plum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,chryicac,Human Observation,2002-08-21,BICY,238-82,NA,25.9782,-80.899,25.9776,-80.8962,WGS84,314,Cell #AX32,"17N 2873270 E, 510111 N",UTM,WGS84,1,100,238,82,-80.89698389524663,25.977878669686778,species,A,A,A
Physostegia purpurea,"False dragonhead, Eastern false dragonhead",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,physpurp,Human Observation,2003-04-24,BICY,612-53,NA,25.7194,-81.0846,25.7177,-81.0832,WGS84,314,Cell #AE61,"17N 2844609 E, 491518 N",UTM,WGS84,1,150,612,53,-81.08393984508324,25.718364211079404,species,A,A,A
Muhlenbergia capillaris,"Muhlygrass, Hairawnmuhly",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,muhlcapi,Human Observation,2004-03-26,BICY,412-17,NA,26.1626,-81.0719,26.1649,-81.0717,WGS84,314,Cell #AF12,"17N 2893694 E, 492816 N",UTM,WGS84,1,5,412,17,-81.07186295108838,26.162982147180138,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2002-05-20,BICY,190-19,NA,25.7828,-80.8764,25.7807,-80.8773,WGS84,314,"Cell #AZ54, inside Loop Rd.","17N 2851635 E, 512389 N",UTM,WGS84,1,205,190,19,-80.87660014039014,25.78241141162989,NA,A,R,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2002-05-09,BICY,185-75,NA,25.7734,-80.8414,25.7713,-80.8427,WGS84,314,"Cell #BC55, Point B29S","17N 2850603 E, 515906 N",UTM,WGS84,1,210,185,75,-80.84233460049337,25.771934270901305,species,A,A,A
Rhynchospora microcarpa,Southern beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhynmicr2,Human Observation,2002-08-27,BICY,230-67,NA,26.043,-80.9091,26.0433,-80.9065,WGS84,314,Cell #AW25,"17N 2880453 E, 509098 N",UTM,WGS84,1,90,230,67,-80.9074263596319,26.042999990305205,species,A,A,A
Pteridium aquilinum var. pseudocaudatum,Tailed braken fern,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,pteraquipseu,Human Observation,2002-10-29,BICY,279-58,NA,26.1134,-81.2906,26.1113,-81.2902,WGS84,314,Cell #J17,"17N 2888274 E, 470944 N",UTM,WGS84,1,175,279,58,-81.29047365260891,26.112096194610395,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-06-12,BICY,139-94,NA,26.0416,-81.0282,26.0437,-81.0284,WGS84,314,"Cell #AK25, Middle Pines, east of Cal Stone","17N 2880288 E, 497181 N",UTM,WGS84,1,355,139,94,-81.02840465097998,26.043713084197073,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-06-08,BICY,351-8,NA,25.8614,-80.9935,25.8595,-80.9926,WGS84,314,Cell #AN45,"17N 2860338 E, 500653 N",UTM,WGS84,1,160,351,8,-80.99343175637678,25.861230358746425,species,A,A,A
Blechnum serrulatum,"Swamp fern, Toothed midsorus fern",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,blecserr,Human Observation,2002-10-31,BICY,276-83,NA,25.8982,-81.257,25.8975,-81.255,WGS84,314,Cell #N41,"17N 2864436 E, 474256 N",UTM,WGS84,1,110,276,83,-81.25505411496277,25.89755939242957,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-05-08,BICY,175-87,NA,25.9,-81.0625,25.9007,-81.0648,WGS84,314,Cell #AG41,"17N 2864610 E, 493737 N",UTM,WGS84,1,290,175,87,-81.06453971613082,25.900671451970386,species,A,A,A
Mitreola petiolata,"Miterwort, Lax hornpod",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,mitrpeti,Human Observation,2003-05-13,BICY,611-69,NA,26.1457,-81.2422,26.1447,-81.2445,WGS84,314,Cell #O14,"17N 2891842 E, 475791 N",UTM,WGS84,1,265,611,69,-81.24391853886421,26.145564288561236,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2002-08-28,BICY,229-93,NA,26.0141,-80.8956,26.0125,-80.894,WGS84,314,Cell #AX28,"17N 2877249 E, 510444 N",UTM,WGS84,1,140,229,93,-80.89410711803183,26.012492372175736,species,A,A,A
Helenium pinnatifidum,Southeastern sneezeweed,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,helepinn,Human Observation,2002-08-29,BICY,250-36,NA,25.784300000000002,-81.0757,25.7839,-81.0732,WGS84,314,Cell #AF54,"17N 2851797 E, 492406 N",UTM,WGS84,1,100,250,36,-81.07481632370458,25.784158927868585,species,A,A,A
Bacopa caroliniana,"Lemon hyssop, Lemon bacopa, Blue waterhyssop",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,bacocaro,Human Observation,2004-06-16,BICY,335-81,NA,26.2329,-81.0986,26.2331,-81.0962,WGS84,314,Cell #AD04,"17N 2901479 E, 490153 N",UTM,WGS84,1,90,335,81,-81.09657336802998,26.232899985711605,species,A,A,A
Psidium guajava,Guava,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,psidguaj,Human Observation,2002-07-31,BICY,195-81,NA,26.0499,-81.3429,26.0497,-81.3404,WGS84,314,"Cell #E24, Deep Lake","17N 2881252 E, 465701 N",UTM,WGS84,1,100,195,81,-81.34090727177983,26.04958259162316,species,A,A,A
Panicum hemitomon,Maidencane,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,panihemi,Human Observation,2004-06-16,BICY,335-90,NA,26.2329,-81.0986,26.2331,-81.0962,WGS84,314,Cell #AD04,"17N 2901479 E, 490153 N",UTM,WGS84,1,90,335,90,-81.09634818670001,26.232899982360006,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2002-05-08,BICY,174-4,NA,25.9,-81.0625,25.8982,-81.0612,WGS84,314,Cell #AG41,"17N 2864610 E, 493737 N",UTM,WGS84,1,150,174,4,-81.06245010099188,25.899921829302702,NA,A,R,A
Sabal palmetto,Cabbage palm,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sabapalm,Human Observation,2002-08-08,BICY,256-86,NA,26.1826,-80.8868,26.1805,-80.8866,WGS84,314,Cell #AY10,"17N 2895910 E, 511309 N",UTM,WGS84,1,180,256,86,-80.8868,26.18065940534057,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-09-18,BICY,225-2,NA,25.7079,-81.0433,25.7099,-81.0433,WGS84,314,Cell #AI62,"17N 2843334 E, 495652 N",UTM,WGS84,1,5,225,2,-81.0432956580165,25.707944961315253,species,A,A,A
Rhynchospora odorata,Fragrant beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhynodor,Human Observation,2004-05-04,BICY,343-17,NA,25.863,-81.1021,25.8608,-81.1019,WGS84,314,Cell #AC45,"17N 2860512 E, 489770 N",UTM,WGS84,1,100,343,17,-81.10168243219292,25.862933383993163,species,A,A,A
Blechnum serrulatum,"Swamp fern, Toothed midsorus fern",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,blecserr,Human Observation,2002-11-08,BICY,271-95,NA,25.7561,-81.0054,25.7563,-81.0064,WGS84,314,"Cell #AM57, origin estimated with ARCMap","17N 2848673 E, 499461 N",UTM,WGS84,1,280,271,95,-81.00773138256133,25.756472249362513,species,A,A,A
Rhynchospora tracyi,Tracy's beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhyntrac,Human Observation,2002-08-28,BICY,227-89,NA,26.0181,-80.9222,26.0166,-80.9231,WGS84,314,Cell #AU28,"17N 2877690 E, 507785 N",UTM,WGS84,1,235,227,89,-80.92402073167305,26.016948054603084,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2004-04-06,BICY,423-97,NA,25.7633,-80.9177,25.765,-80.9164,WGS84,314,Cell #AV56,"17N 2849471 E, 508257 N",UTM,WGS84,1,50,423,97,-80.91584819975306,25.764707009526962,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-05-20,BICY,191-3,NA,25.7828,-80.8764,25.7848,-80.8776,WGS84,314,"Cell #AZ54, inside Loop Rd.","17N 2851635 E, 512389 N",UTM,WGS84,1,335,191,3,-80.87643160123346,25.78286135603138,species,A,A,A
Acrostichum danaeifolium,Giant leather fern,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,acrodana,Human Observation,2002-11-15,BICY,287-58,NA,25.8652,-81.3462,25.8656,-81.3485,WGS84,314,Cell #E45,"17N 2860800 E, 465316 N",UTM,WGS84,1,290,287,58,-81.34755940968135,25.86564763999845,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-08-21,BICY,238-79,NA,25.9782,-80.899,25.9776,-80.8962,WGS84,314,Cell #AX32,"17N 2873270 E, 510111 N",UTM,WGS84,1,100,238,79,-80.8970576549835,25.97789042616909,species,A,A,A
Coccoloba diversifolia,"Pigeonplum, Tietongue",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,coccdive,Human Observation,2004-05-07,BICY,297-35,NA,25.7238,-80.9174,25.7236,-80.9199,WGS84,314,"Cell #AV60, Hess Hammock","17N 2845103 E, 508290 N",UTM,WGS84,1,270,297,35,-80.9182719423521,25.723799997391502,species,A,A,A
Flaveria linearis,Narrowleaf yellowtops,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,flavline,Human Observation,2004-06-02,BICY,357-19,NA,25.9555,-81.0064,25.9541,-81.0084,WGS84,314,Cell #AM35,"17N 2870752 E, 499364 N",UTM,WGS84,1,240,357,19,-81.00681072303922,25.955285624683707,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2004-04-01,BICY,326-22,NA,26.179,-81.0835,26.1777,-81.0817,WGS84,314,Cell #AE10,"17N 2895514 E, 491661 N",UTM,WGS84,1,140,326,22,-81.08314634594909,26.178619711060527,species,A,A,A
Spartina bakeri,Sand cordgrass,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sparbake,Human Observation,2004-03-25,BICY,372-36,NA,25.8451,-81.3595,25.8456,-81.362,WGS84,314,Cell #C47,"17N 2858583 E, 463972 N",UTM,WGS84,1,290,372,36,-81.36034362766395,25.845377847789507,species,A,A,A
Dichanthelium erectifolium,Erectleaf witchgrass,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,dicherec,Human Observation,2002-05-21,BICY,215-83,NA,26.2303,-80.9066,26.2305,-80.9043,WGS84,314,Cell #AW04,"17N 2901187 E, 509327 N",UTM,WGS84,1,90,215,83,-80.9045233739181,26.230299984999007,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-08-09,BICY,263-46,NA,26.1792,-80.9943,26.1805,-80.9961,WGS84,314,Cell #AN10,"17N 2895533 E, 500573 N",UTM,WGS84,1,310,263,46,-80.99518126167017,26.17986720620945,species,A,A,A
Quercus virginiana,Virginia live oak,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,quervirg,Human Observation,2002-06-17,BICY,145-37,NA,25.8329,-81.1112,25.8339,-81.1134,WGS84,314,"Cell #AB48, W of Monroe Station S of Tamiami Trai","17N 2857179 E, 488852 N",UTM,WGS84,1,305,145,37,-81.1119557617947,25.833378904101462,species,A,A,A
Thelypteris interrupta,"Interrupted maiden fern, Hottentot fern",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,thelinte,Human Observation,2002-08-01,BICY,255-89,NA,26.1693,-81.2554,26.1675,-81.2543,WGS84,314,Cell #N11,"17N 2894454 E, 474478 N",UTM,WGS84,1,170,255,89,-81.2550135379649,26.167322216434414,species,A,A,A
Tillandsia fasciculata var. densispica,"Stiff-leaved wild-pine, Cardinal airplant",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,tillfascdens,Human Observation,2003-01-03,BICY,461-83,NA,26.1999,-80.9036,26.1995,-80.9062,WGS84,314,Cell #AW08,"17N 2897822 E, 509630 N",UTM,WGS84,1,260,461,83,-80.90564454045791,26.199574760704827,species,A,A,A
